date,directionCode,r_11,r_12,r_13,r_14,r_1e,r_21,r_22,r_23,r_24,r_2e,r_31,r_32,r_33,r_34,r_3e,r_41,r_42,r_43,r_44,r_4e,totalActivitiesRefcircle,totalCustomersRefcircle,dayname,weekend,transactCount,totalRevenue,Seats,Parking_slots,type_dtsf,mtype,isholiday,region,deltaRevenue
24/07/2019,3,0.666666667,0.1875,0.384615385,0.073170732,0,0.1875,0.774319066,0.090909091,0.191176471,0.042801556,0.153846154,0.136363636,0.8,0.136904762,0.007843137,0.081300813,0.117647059,0.12797619,0.811839323,0,3214,1172,Wed,no,35,30010,64,80,DT,Suburban,no,2,-10.99545117
20/02/2020,3,0.6,0,0,0.162790698,0,0,0.848484848,0.071428571,0.75,0.111111111,0,0.142857143,0.789855072,0.145454545,0.028985507,0.023255814,0.25,0.163636364,0.869767442,0,996,432,Thu,no,39,29800,64,80,DT,Suburban,no,2,-16.22857031
13/02/2020,2,0.938053097,0.12244898,0.135135135,0.145833333,0.007079646,0.12244898,0.725274725,0.188679245,0.4,0.010989011,0.094594595,0.094339623,0.843478261,0.272727273,0.082608696,0.0625,0.2,0.181818182,0.725806452,0,2285,890,Thu,no,62,42120,106,15,DT,Urban,no,1,17.83597427
1/04/2019,2,0.881156317,0.19,0.111380145,0.136363636,0,0.18,0.661073826,0.115942029,0.076923077,0,0.133171913,0.115942029,0.712041885,0.097959184,0.029668412,0.121212121,0.115384615,0.097959184,0.779904306,0,4428,1796,Mon,no,49,49090,106,15,DT,Urban,no,1,-47.47183037
7/05/2019,2,0.912609238,0.116666667,0.082733813,0.212121212,0.001248439,0.266666667,0.7,0.130434783,1,0.004166667,0.125899281,0.127090301,0.74893617,0.175925926,0.017021277,0.181818182,0,0.12962963,0.809248555,0,3353,1534,Tue,no,24,18950,106,15,DT,Urban,no,1,-7.308717655
30/01/2020,2,0.9390681,0.01369863,0.184210526,0.090909091,0.005376344,0.032876712,0.75,0.107526882,0.333333333,0.027777778,0.236842105,0.075268817,0.849372385,0.108695652,0.087866109,0.318181818,0.333333333,0.217391304,0.661290323,0.032258065,2405,905,Thu,no,70,51040,106,15,DT,Urban,no,1,-10.40298496
17/05/2019,4,0.714285714,0.285714286,0.333333333,0.264705882,0.040816327,0.142857143,0.935483871,0.095744681,0.14,0.004608295,0.333333333,0.095744681,0.836363636,0,0,0.088235294,0.04,0.055555556,0.870967742,0.058064516,1608,708,Fri,no,37,23390,53,15,DT,Urban,no,1,-18.809719
21/08/2019,4,0.754716981,0.045454545,0,0.230769231,0.056603774,0.068181818,0.931263858,0.08988764,0.259259259,0.002217295,0.2,0.101123596,0.836879433,0.142857143,0.007092199,0.115384615,0.185185185,0.057142857,0.855421687,0.084337349,1737,765,Wed,no,52,44940,53,15,DT,Urban,no,1,5.925335226
3/12/2019,1,0.777777778,0.12345679,0.052631579,0.1,0.076923077,0.135802469,0.663366337,0.098039216,0,0.00990099,0.184210526,0.117647059,0.815602837,0.075,0,0.2,0.052631579,0.05,0.6,0.1,753,322,Tue,no,42,29870,92,30,DT,Rural,no,2,-27.43400333
13/08/2019,1,0.703703704,0.080808081,0.12,0.16,0.041975309,0.102453102,0.662721893,0.076036866,0.166666667,0.003944773,0.065454545,0.078341014,0.727467811,0.057692308,0,0.12,0.25,0.134615385,0.515151515,0,3581,1183,Tue,no,44,39350,92,30,DT,Rural,no,2,56.37183313
27/09/2019,1,0.785571142,0.222222222,0.12,0.104273504,0.062124248,0.222222222,0.837209302,0.172413793,0.125,0.007751938,0.24,0.172413793,0.925465839,0.103448276,0.00931677,0.104273504,0.625,0.275862069,0.796078431,0.029411765,2770,1329,Fri,no,93,39480,86,0,SF,Hyper,no,4,-32.43102697
16/07/2019,1,0.913636364,0.15,0.366666667,0.178571429,0.031818182,0.275,0.875486381,0.285714286,0.5,0.015564202,0.166666667,0.114285714,0.791752577,0.111627907,0,0.178571429,0,0.120930233,0.59223301,0,2201,1257,Tue,no,92,32990,73,0,SF,Hyper,no,8,-37.71296292
26/02/2020,4,0.86,0.357142857,0,0,0,0.071428571,0.933333333,0,0,0.007407407,0,0.333333333,0.760869565,0.25,0.065217391,0.5,1,0.09375,0.945,0.165,869,412,Wed,no,111,43290,158,0,SF,Hyper,no,3,4.334738581
7/02/2020,4,0.888888889,0.194444444,0,0.052631579,0.007407407,0.138888889,0.927038627,0.076923077,0,0.004291845,0,0.307692308,0.793478261,0.226415094,0.043478261,0.157894737,0.6,0.132075472,0.934328358,0.101492537,1613,758,Fri,no,122,48410,158,0,SF,Hyper,no,3,33.17266849
13/01/2020,4,0.658536585,0.092783505,0.133333333,0.16,0,0.092783505,0.876923077,0.019354839,0.307692308,0.003076923,0.2,0.129032258,0.911764706,0.088888889,0.004901961,0.12,0.076923077,0.011111111,0.923404255,0.076595745,3094,987,Mon,no,90,110080,52,36,DT,Suburban,yes,9,102.535571
14/10/2019,3,0.705882353,0.181818182,0.235294118,0.150684932,0.011764706,0.090909091,0.878326996,0.074257426,0.111111111,0.11026616,0.294117647,0.069306931,0.619047619,0.2,0.023809524,0.054794521,0.333333333,0.127272727,0.833333333,0,1633,597,Mon,no,63,60860,110,1500,Mall,Suburban,yes,9,98.64483095
27/02/2020,3,0.937007874,0.145454545,0.166666667,0.090909091,0.003937008,0.072727273,0.868055556,0.1875,0.0625,0.027777778,0.166666667,0.1875,0.805555556,0.129032258,0,0.136363636,0.125,0.129032258,0.90625,0.015625,1400,627,Thu,no,41,32000,126,1000,Mall,Urban,no,5,5.385033326
10/12/2019,3,0.792929293,0.183908046,0.037037037,0.3125,0.02020202,0.172413793,0.917307692,0.102564103,0.105263158,0.071153846,0.259259259,0.205128205,0.863013699,0.180555556,0.00456621,0.3125,0.157894737,0.055555556,0.887850467,0,2440,1081,Tue,no,103,61370,162,0,SF,Urban,no,1,25.57826265
31/01/2020,1,0.849144635,0.029569892,0.10989011,0.106382979,0.020217729,0.02688172,0.888999009,0.111111111,0.11827957,0.001982161,0.164835165,0.107843137,0.808798646,0.080906149,0.001692047,0.117021277,0.107526882,0.1197411,0.779411765,0,5651,2436,Fri,no,58,40690,100,13,DT,Urban,no,1,-42.66479609
25/03/2019,2,0.853211009,0.198757764,0.204081633,0.242236025,0,0.248447205,0.859569649,0.134831461,0.2,0.021517554,0.183673469,0.097378277,0.754874652,0.193548387,0.022284123,0.180124224,0.26,0.274193548,0.870523416,0,4683,2618,Mon,no,65,32940,105,0,SF,Hyper,no,8,18.50375972
1/09/2019,2,0.803697183,0.243542435,0.303921569,0.2,0,0.32103321,0.808126411,0.213592233,0.30952381,0.021068473,0.274509804,0.199029126,0.731656184,0.271186441,0.020964361,0.2125,0.253968254,0.203389831,0.803278689,0,5222,3229,Sun,yes,89,48240,105,0,SF,Hyper,no,8,14.0699779
6/07/2019,2,0.8,0.262295082,0.423728814,0.258823529,0.001503759,0.285245902,0.813732652,0.19047619,0.277777778,0.014609204,0.372881356,0.176190476,0.695833333,0.29,0.010416667,0.276470588,0.212962963,0.23,0.804964539,0,5879,3596,Sat,yes,67,45410,105,0,SF,Hyper,no,8,11.42077009
28/11/2019,4,0.794930876,0.146067416,0.222222222,0.102040816,0.004608295,0.101123596,0.871698113,0.156626506,0.153846154,0.001886792,0.277777778,0.180722892,0.761643836,0.123015873,0.008219178,0.114285714,0.169230769,0.146825397,0.85,0.021621622,4667,1885,Thu,no,47,30830,94,17,DT,Urban,no,1,1.701540622
6/12/2019,4,0.802409639,0.15060241,0.145454545,0.110526316,0,0.114457831,0.875457875,0.233333333,0.088607595,0,0.127272727,0.233333333,0.766584767,0.134110787,0.007371007,0.136842105,0.069620253,0.090379009,0.857659831,0.026537998,5057,2007,Fri,no,70,55650,94,17,DT,Urban,no,1,-26.69429579
19/02/2020,4,0.813913043,0.131672598,0.213114754,0.114624506,0.00173913,0.113879004,0.880774963,0.082872928,0.368421053,0.001490313,0.163934426,0.104972376,0.82826087,0.109489051,0.006521739,0.106719368,0.315789474,0.105839416,0.891208791,0.021978022,5610,2425,Wed,no,61,45070,94,17,DT,Urban,no,1,9.940572538
16/08/2019,3,0.852006253,0.168393782,0.23715415,0.201680672,0.005732152,0.113989637,0.765822785,0.141176471,0.189189189,0.056962025,0.154150198,0.117647059,0.73253493,0.173076923,0,0.136554622,0.27027027,0.081730769,0.812942366,0.002022245,7025,3516,Fri,no,93,41800,151,0,SF,Hyper,no,8,51.93608105
27/09/2018,3,0.869801085,0.114457831,0.080645161,0.127118644,0.005424955,0.096385542,0.853521127,0.070175439,0.153846154,0.061971831,0.129032258,0.140350877,0.808411215,0.178082192,0.014018692,0.144067797,0.102564103,0.068493151,0.906821963,0,3206,1611,Thu,no,73,29690,151,0,SF,Hyper,no,8,-8.01700473
21/04/2019,3,0.840613027,0.14354067,0.307692308,0.170833333,0.001532567,0.105263158,0.770676692,0.095238095,0.096774194,0.015037594,0.142857143,0.380952381,0.708762887,0.132478632,0.00257732,0.089583333,0.053763441,0.094017094,0.797139142,0,5220,2453,Sun,yes,7,3970,151,0,SF,Hyper,no,8,-67.81036886
12/06/2019,3,0.852731591,0.182795699,0.225,0.208677686,0.002375297,0.133333333,0.710920771,0.258064516,0.235294118,0.049250535,0.175,0.322580645,0.701897019,0.313253012,0.002710027,0.130165289,0.117647059,0.120481928,0.810195228,0.001084599,7130,3487,Wed,no,74,34690,151,0,SF,Hyper,no,8,13.77303456
4/10/2019,3,0.755319149,0.13559322,0.25,0.294117647,0.031914894,0.146892655,0.780590717,0.043478261,0.157894737,0.021097046,0.25,0.173913043,0.696296296,0.093220339,0,0.235294118,0.210526316,0.122881356,0.848484848,0,1889,825,Fri,no,37,31360,57,21,DT,Rural,no,5,-19.27545854
16/12/2019,3,0.819672131,0.131578947,0.333333333,0.136363636,0.049180328,0.118421053,0.837037037,0.285714286,0,0.044444444,0,0.142857143,0.617647059,0.084507042,0,0.090909091,0.6,0.102112676,0.807174888,0,1257,518,Mon,no,31,28420,57,21,DT,Rural,no,5,-23.65169729
12/10/2019,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,7,Sat,yes,13,5330,210,0,SF,Urban,no,3,-93.21623121
30/06/2019,2,0.723684211,0.105263158,0.230769231,0.272727273,0.026315789,0.368421053,0.739130435,0.642857143,0.261904762,0.02173913,0.153846154,0,0.444444444,0.103686636,0.05982906,0.121212121,0.047619048,0.082949309,0.840172786,0.125269978,1787,652,Sun,yes,200,115020,210,0,SF,Urban,no,3,-1.449865976
5/01/2020,2,0.767857143,0.2,0,0.333333333,0.035714286,0.333333333,0.680555556,0.095238095,0.156862745,0.041666667,1,0.285714286,0.287878788,0.167567568,0.03030303,0.222222222,0.098039216,0.102702703,0.845528455,0.10298103,1285,491,Sun,yes,135,73540,210,0,SF,Urban,no,3,-21.47380403
4/02/2020,2,0.774647887,0,0.111111111,0.095238095,0,0.333333333,0.720588235,0.6,0.205128205,0.014705882,0.111111111,0.2,0.319444444,0.147368421,0.152777778,0.333333333,0.076923077,0.136842105,0.843828715,0.113350126,1353,533,Tue,no,160,64660,210,0,SF,Urban,no,3,6.024571087
30/12/2019,4,0.647058824,0.206896552,0.071428571,0.159090909,0.011764706,0.189655172,0.843373494,0.08,0.118421053,0.008032129,0.214285714,0.4,0.939240506,0.123076923,0.002531646,0.113636364,0.065789474,0.015384615,0.88973384,0.079847909,2740,929,Mon,no,75,87480,52,36,DT,Suburban,no,9,-30.1518474
4/02/2020,4,0.776315789,0.128205128,0.036363636,0.148148148,0,0.102564103,0.902654867,0.145454545,0.033333333,0,0.054545455,0.181818182,0.878431373,0.255319149,0.007843137,0.111111111,0,0.021276596,0.923728814,0.093220339,1973,748,Tue,no,74,59550,52,36,DT,Suburban,no,9,6.960489625
24/06/2019,1,0.945238095,0.19047619,0.333333333,0.096774194,0.021428571,0.285714286,0.912663755,0.217391304,0.5,0.008733624,0.142857143,0.043478261,0.812339332,0.165441176,0,0.129032258,0.25,0.139705882,0.663366337,0.004950495,1914,1147,Mon,no,85,31230,73,0,SF,Hyper,no,8,-5.014420734
27/03/2019,1,0.929319372,0.152173913,0.173913043,0.214285714,0.041884817,0.217391304,0.872727273,0.111111111,0.444444444,0.018181818,0.260869565,0.185185185,0.787553648,0.103092784,0.004291845,0.357142857,0.222222222,0.136082474,0.608163265,0,2115,1186,Wed,no,105,48800,73,0,SF,Hyper,no,8,-9.313336932
5/09/2019,1,0.915555556,0.192307692,0.184210526,0.3,0.033333333,0.5,0.896253602,0.310344828,0.125,0.014409222,0.210526316,0.172413793,0.810671256,0.138888889,0.00172117,0.5,0.208333333,0.152777778,0.635338346,0,2597,1503,Thu,no,146,67240,73,0,SF,Hyper,no,8,-3.640438199
7/11/2019,4,0.795221843,0.09009009,0.260869565,0.217391304,0.006825939,0.09009009,0.864988558,0.13559322,0.173913043,0.004576659,0.130434783,0.186440678,0.825396825,0.16091954,0.007936508,0.144927536,0.304347826,0.172413793,0.869918699,0.048780488,2839,1242,Thu,no,66,38380,188,217,DT,Urban,no,1,-8.87715783
12/02/2020,1,0.811722913,0.074468085,0.087719298,0.134396355,0.046181172,0.127659574,0.739130435,0.285714286,0.183673469,0.008695652,0.105263158,0.047619048,0.887892377,0.106666667,0,0.118451025,0.204081633,0.146666667,0.75161987,0,2967,1222,Wed,no,67,37820,119,2500,SF,Urban,no,5,0.7915913
16/11/2019,3,0.776422764,0.094076655,0.333333333,0.118644068,0.008130081,0.076655052,0.895612708,0.048780488,0.14893617,0.059001513,0.444444444,0.12195122,0.794573643,0.1,0.003875969,0.101694915,0.14893617,0.080952381,0.858356941,0,3619,1401,Sat,yes,95,71910,162,0,SF,Urban,no,1,-2.955768125
23/11/2018,2,0.913649025,0.214285714,0.173913043,0.351351351,0.001392758,0.242857143,0.896428571,0.129151292,0.347826087,0.022619048,0.47826087,0.099630996,0.754512635,0.25,0.039711191,0.324324324,0.260869565,0.5,0.901176471,0.002352941,3184,2126,Fri,no,66,43210,105,0,SF,Hyper,yes,8,58.82106827
5/04/2019,2,0.862443439,0.291925466,0.148148148,0.215962441,0.000904977,0.223602484,0.866920152,0.12972973,0.233766234,0.018060837,0.37037037,0.189189189,0.781407035,0.2,0.015075377,0.201877934,0.155844156,0.141666667,0.851382488,0,5634,3164,Fri,no,51,24380,105,0,SF,Hyper,no,8,-8.332069628
12/04/2019,2,0.828996283,0.266375546,0.243243243,0.262910798,0.000929368,0.23580786,0.828220859,0.179104478,0.325,0.010224949,0.324324324,0.186567164,0.792,0.25,0.005333333,0.20657277,0.2,0.208333333,0.853139013,0,5285,3033,Fri,no,44,22570,105,0,SF,Hyper,no,8,5.219319877
29/10/2018,2,0.911140584,0.184210526,0.111111111,0.18,0.00265252,0.223684211,0.887581699,0.0969163,0.177777778,0.033986928,0.555555556,0.140969163,0.768382353,0.177777778,0.036764706,0.21,0.244444444,0.244444444,0.882882883,0,3374,2201,Mon,no,65,26800,105,0,SF,Hyper,no,8,22.47045326
2/10/2019,4,0.812743823,0.158974359,0.276923077,0.123989218,0,0.117948718,0.858585859,0.174528302,0.142857143,0,0.246153846,0.113207547,0.747474747,0.1191067,0.003367003,0.132075472,0.109243697,0.131513648,0.843351548,0.010928962,6723,2955,Wed,no,40,25090,94,17,DT,Urban,no,1,4.966979808
24/05/2019,2,0.893,0.208333333,0.093366093,0.101123596,0.002,0.111111111,0.621875,0.097026604,0,0.009375,0.157248157,0.114241002,0.711145997,0.142180095,0.031397174,0.06741573,0.8,0.09478673,0.76142132,0,4876,1915,Fri,no,57,45430,106,15,DT,Urban,no,1,-5.500983502
15/07/2019,2,0.892857143,0.159090909,0.151612903,0.166666667,0.002040816,0.143939394,0.685878963,0.088445078,0.235294118,0.002881844,0.112903226,0.098430813,0.756906077,0.144144144,0.034530387,0.15625,0.176470588,0.135135135,0.738589212,0,5223,2055,Mon,no,81,80990,106,15,DT,Urban,yes,1,93.01308517
22/12/2019,2,0.950381679,0.086956522,0.177419355,0.714285714,0.001908397,0.152173913,0.76146789,0.139784946,0,0.018348624,0.048387097,0.075268817,0.877742947,0.096153846,0.097178683,0.142857143,0,0.153846154,0.8,0,2601,982,Sun,yes,108,107200,106,15,DT,Urban,no,1,-18.11897952
26/09/2019,2,0.756756757,0.125,1,0.166666667,0.027027027,0.375,0.692307692,0.235294118,0.150537634,0.076923077,0,0.176470588,0.463157895,0.180851064,0.115789474,0.0625,0.086021505,0.122340426,0.836244541,0.128820961,1651,641,Thu,no,170,68670,210,0,SF,Urban,no,3,-10.31622438
8/10/2019,2,0.763157895,0.4,0,0.263157895,0.052631579,0.2,0.714285714,0.16,0.25,0.025974026,0,0.2,0.429824561,0.192118227,0.166666667,0.052631579,0.166666667,0.128078818,0.802228412,0.136490251,1186,504,Tue,no,176,72400,210,0,SF,Urban,no,3,-4.359812926
6/01/2020,2,0.7,0.111111111,0.142857143,0.263157895,0,0.333333333,0.637681159,0.4,0.178082192,0.028985507,0.142857143,0.2,0.287878788,0.206451613,0.121212121,0.052631579,0.109589041,0.109677419,0.819892473,0.088709677,1240,471,Mon,no,143,65850,210,0,SF,Urban,no,3,5.441851377
2/12/2019,4,0.752808989,0.192307692,0.172413793,0.304347826,0,0.307692308,0.852678571,0.107692308,0.125,0,0.206896552,0.2,0.874551971,0.2,0,0.043478261,0.3125,0.088888889,0.90990991,0.117117117,2013,755,Mon,no,76,59950,52,36,DT,Suburban,no,9,-18.57014531
10/04/2019,4,0.85,0.142857143,0,0.153846154,0.025,0.142857143,0.933035714,0.15,0.213114754,0.008928571,0,0.083333333,0.852631579,0.148148148,0.021052632,0.153846154,0.098360656,0.037037037,0.851351351,0.108108108,1619,694,Wed,no,51,32500,53,15,DT,Urban,no,1,-1.328005216
7/08/2019,4,0.854166667,0.125,0.2,0.172413793,0,0.25,0.930470348,0.103448276,0.125,0.014314928,0.2,0.16091954,0.783783784,0.133333333,0.009009009,0.068965517,0.052083333,0.2,0.854304636,0.066225166,1760,754,Wed,no,65,51510,53,15,DT,Urban,no,1,18.40509073
19/10/2019,3,0.685082873,0.0523918,0.181818182,0.137254902,0.060773481,0.070615034,0.769585253,0.230769231,0.059701493,0.041474654,0.090909091,0.153846154,0.635761589,0.09221902,0,0.117647059,0.059701493,0.106628242,0.787301587,0.003174603,2195,748,Sat,yes,56,64370,57,21,DT,Rural,no,5,9.822888064
27/07/2019,3,0.676056338,0.111292962,0.060240964,0.12962963,0.030985915,0.127659574,0.773175542,0.11627907,0.059633028,0.023668639,0.060240964,0.081395349,0.595348837,0.100078802,0,0.12962963,0.064220183,0.098502758,0.743658211,0.001335113,5279,1736,Sat,yes,63,69460,57,21,DT,Rural,no,5,-22.1445751
2/11/2019,3,0.610738255,0.082644628,0.025641026,0.15625,0.033557047,0.099173554,0.693069307,0.133333333,0.125,0.064356436,0.051282051,0.133333333,0.617834395,0.109022556,0,0.15625,0.166666667,0.161654135,0.764705882,0.006535948,1981,684,Sat,yes,55,59990,57,21,DT,Rural,no,5,28.39884091
1/08/2019,1,0.804305284,0.363636364,0.081081081,0.109339408,0.084148728,0.181818182,0.809160305,0.321428571,0.6,0,0.216216216,0.214285714,0.880434783,0.22,0.002717391,0.129840547,0.4,0.32,0.748858447,0.02283105,2640,1306,Thu,no,119,69400,86,0,SF,Hyper,no,4,-20.25326964
3/07/2019,4,0.864615385,0.164835165,0.4,0.179104478,0.003076923,0.175824176,0.88963964,0.087719298,0.181818182,0.004504505,0.2,0.228070175,0.849840256,0.211111111,0.019169329,0.074626866,0.151515152,0.144444444,0.914473684,0.054276316,3257,1592,Wed,no,118,48200,158,0,SF,Hyper,no,3,-6.491830627
29/11/2019,4,0.899082569,0.228571429,0,0.125,0.018348624,0.085714286,0.901408451,0.054054054,0.227272727,0.009389671,0,0.162162162,0.720430108,0.183908046,0.043010753,0,0,0.068965517,0.924050633,0.117088608,1492,689,Fri,no,118,45550,158,0,SF,Hyper,no,3,1.471894574
20/12/2019,3,0.75862069,0.222222222,0,0.243902439,0.017241379,0.111111111,0.888198758,0.266666667,0.205882353,0.124223602,1,0.266666667,0.789473684,0.04,0.01754386,0.024390244,0.058823529,0.08,0.858895706,0.018404908,962,405,Fri,no,47,27650,110,1500,Mall,Suburban,no,9,-34.03727042
11/11/2019,3,0.734693878,0.142857143,0.25,0.195652174,0,0.285714286,0.893617021,0.125,0.272727273,0.074468085,0,0.1875,0.790697674,0.172413793,0,0.086956522,0.181818182,0.137931034,0.808510638,0,580,254,Mon,no,21,13790,110,1500,Mall,Suburban,no,9,-69.70719604
2/11/2019,3,0.827234043,0.116584565,0.136986301,0.078078078,0.003404255,0.096880131,0.805877115,0.083629893,0.065843621,0.024042743,0.136986301,0.117437722,0.740740741,0.132169576,0.001481481,0.088588589,0.139917695,0.112219451,0.768134715,0.001295337,9278,3339,Sat,yes,91,95680,120,31,DT,Urban,no,1,-4.234370832
12/12/2019,4,0.779527559,0.161016949,0.170212766,0.146067416,0.007874016,0.084745763,0.90237467,0.259259259,0.214285714,0,0.14893617,0.259259259,0.803418803,0.161016949,0,0.157303371,0.214285714,0.13559322,0.871052632,0.055263158,2699,1150,Thu,no,64,42300,188,217,DT,Urban,no,1,-0.174204791
15/04/2019,1,0.929824561,0.352941176,0.142857143,0.5,0.022556391,0.235294118,0.914414414,0.4,0.333333333,0.009009009,0.214285714,0.266666667,0.789473684,0.162711864,0,0.166666667,0.333333333,0.142372881,0.65437788,0.00921659,2022,1167,Mon,no,81,36820,73,0,SF,Hyper,no,8,0.472435806
10/10/2019,3,0.746397695,0.119047619,0.136363636,0.245614035,0.011527378,0.102040816,0.890733057,0.157894737,0.147058824,0.042876902,0.272727273,0.280701754,0.852054795,0.181818182,0.002739726,0.228070175,0.205882353,0.181818182,0.856353591,0,3241,1657,Thu,no,81,40630,162,0,SF,Urban,no,1,-18.90749466
1/01/2020,3,0.77027027,0.104,0.25,0.127272727,0.013513514,0.072,0.928176796,0.064516129,0.333333333,0.044198895,0.25,0.016129032,0.808917197,0.152173913,0,0.090909091,0.333333333,0.195652174,0.907563025,0,1955,848,Wed,no,72,87190,162,0,SF,Urban,yes,1,65.93789405
28/04/2019,2,0.816573557,0.19269103,0.279069767,0.259259259,0.000931099,0.272425249,0.82187731,0.158045977,0.409638554,0.015521064,0.348837209,0.126436782,0.7,0.274193548,0.016666667,0.214814815,0.21686747,0.209677419,0.831024931,0,5349,3213,Sun,yes,59,46210,105,0,SF,Hyper,no,8,30.19973665
11/06/2019,2,0.849350649,0.226415094,0.147058824,0.155844156,0,0.201257862,0.835971223,0.109489051,0.344827586,0.014388489,0.264705882,0.102189781,0.745098039,0.257142857,0.016339869,0.108225108,0.275862069,0.185714286,0.852233677,0,3837,2150,Tue,no,41,19240,105,0,SF,Hyper,no,8,29.63080889
29/11/2019,3,0.64516129,1,0.333333333,0.2,0,0,0.798076923,0.116666667,0.096774194,0.057692308,0.666666667,0.183333333,0.81920904,0.185185185,0.016949153,0.133333333,0.096774194,0.166666667,0.876651982,0,1209,492,Fri,no,46,38590,64,80,DT,Suburban,no,2,-10.9536854
16/09/2019,2,0.889137738,0.125,0.108635097,0.19047619,0.003359462,0.090909091,0.621052632,0.08186398,0.3,0.007017544,0.136490251,0.073047859,0.749642346,0.081585082,0.0472103,0.142857143,0.3,0.083916084,0.7421875,0.01171875,5161,1902,Mon,no,114,113680,106,15,DT,Urban,yes,1,125.3047238
29/05/2019,2,0.891806723,0.119047619,0.129973475,0.185714286,0.00210084,0.142857143,0.662420382,0.085483871,0.052631579,0.012738854,0.111405836,0.108064516,0.692170819,0.098654709,0.024911032,0.142857143,0.157894737,0.121076233,0.769607843,0.004901961,4526,1810,Wed,no,40,32280,106,15,DT,Urban,no,1,4.586700133
9/01/2020,2,0.833333333,0,0,0.111111111,0,0.666666667,0.823529412,0,0.25,0.039215686,0,0,0.411764706,0.293333333,0.235294118,0.333333333,0.166666667,0.146666667,0.878338279,0.118694362,982,426,Thu,no,140,66380,210,0,SF,Urban,no,3,-27.43816956
24/11/2019,1,0.854545455,0.025830258,0.053846154,0.166666667,0.113636364,0.062730627,0.675862069,0.10625,0,0.006896552,0.061538462,0.1125,0.748427673,0,0.012578616,0.166666667,0,0,0.857142857,0.142857143,1347,470,Sun,yes,76,72980,92,30,DT,Rural,no,2,-16.43119544
9/09/2019,1,0.686666667,0.098522167,0.066298343,0.109090909,0.04,0.088669951,0.682795699,0.122754491,0.1,0.005376344,0.149171271,0.155688623,0.715469613,0.074074074,0.005524862,0.163636364,0.2,0.12962963,0.5,0,2431,898,Mon,no,41,31090,92,30,DT,Rural,no,2,14.29072843
18/12/2019,4,0.6,0.111111111,0,0.416666667,0.05,0.333333333,0.958448753,0.050847458,0.059701493,0.005540166,0,0.084745763,0.866666667,0.111111111,0,0,0.029850746,0.111111111,0.901639344,0.114754098,1293,541,Wed,no,55,41640,53,15,DT,Urban,no,1,-12.14119105
17/11/2019,1,0.816810345,0.103448276,0,0.079457364,0.088362069,0.103448276,0.727272727,0.125,0.333333333,0,0.4,0.5,0.92,0.05,0,0.11627907,0.5,0.3,0.694444444,0.038194444,2239,846,Sun,yes,92,50180,86,0,SF,Hyper,no,4,-2.059261591
30/12/2019,1,0.893939394,0,0,0.178571429,0.151515152,0,0.866666667,0.222222222,0,0,0,0.111111111,0.98019802,0.4,0,0.214285714,0,0,0.808510638,0.106382979,827,319,Mon,no,63,50100,131,31,DT,Urban,no,10,-28.12317994
31/08/2019,1,0.913669065,0.125,0.014492754,0.166666667,0.129496403,0.275,0.75862069,0.073170732,0,0.034482759,0.086956522,0.097560976,0.927083333,0.185185185,0.003472222,0.333333333,0.166666667,0.296296296,0.87962963,0.018518519,1569,720,Sat,yes,129,114640,100,37,DT,Urban,no,6,-27.62465094
19/11/2019,1,0.950819672,0.052631579,0,0,0.163934426,0.157894737,0.820512821,0.142857143,0,0.025641026,0.222222222,0.071428571,0.912162162,0.166666667,0,0,0.166666667,0.166666667,0.772727273,0,714,334,Tue,no,96,57480,100,37,DT,Urban,no,6,-20.35013106
21/01/2020,3,0.799648506,0.099706745,0.086206897,0.125,0.001757469,0.114369501,0.84081042,0.103305785,0.096385542,0.01447178,0.163793103,0.136363636,0.758706468,0.118811881,0.002487562,0.172619048,0.084337349,0.099009901,0.808962264,0,4819,1877,Tue,no,70,47830,120,31,DT,Urban,no,1,-0.598152245
14/09/2018,3,0.862068966,0.193548387,0.235294118,0.123188406,0.003629764,0.129032258,0.881578947,0.090909091,0,0.029605263,0.176470588,0.545454545,0.85840708,0.282051282,0,0.18115942,0.176470588,0.128205128,0.919762259,0,3093,1653,Fri,no,50,25850,151,0,SF,Hyper,no,8,-9.240528153
26/04/2019,3,0.846153846,0.188405797,0.24137931,0.219321149,0.005379236,0.108695652,0.729582577,0.070422535,0.277777778,0.050816697,0.162561576,0.197183099,0.722063037,0.150684932,0.005730659,0.135770235,0.166666667,0.068493151,0.834515366,0.002364066,6571,3259,Fri,no,112,64840,151,0,SF,Hyper,no,8,19.58387971
28/10/2018,3,0.85106383,0.195266272,0.042735043,0.078431373,0.013297872,0.041420118,0.862162162,0.1875,0.333333333,0.078378378,0.085470085,0.3125,0.856733524,0.099585062,0,0.088235294,0.166666667,0.049792531,0.887058824,0.003529412,5136,2163,Sun,yes,85,49280,151,0,SF,Hyper,no,8,17.1093486
11/06/2019,1,0.927977839,0.25,0.357142857,0.4375,0.019390582,0.3,0.858585859,0.25,0.217391304,0.005050505,0.214285714,0.4,0.790055249,0.132616487,0,0.125,0.130434783,0.161290323,0.597765363,0,1738,995,Tue,no,66,24230,73,0,SF,Hyper,no,8,20.9763601
