date,directionCode,r_11,r_12,r_13,r_14,r_1e,r_21,r_22,r_23,r_24,r_2e,r_31,r_32,r_33,r_34,r_3e,r_41,r_42,r_43,r_44,r_4e,totalActivitiesRefcircle,totalCustomersRefcircle,dayname,weekend,transactCount,totalRevenue,Seats,Parking_slots,type_dtsf,mtype,isholiday,region,deltaRevenue
3/10/2019,3,0.779487179,0.152542373,0.25,0.152542373,0,0.13559322,0.876056338,0.204819277,0.172413793,0.035211268,0.285714286,0.21686747,0.815420561,0.175438596,0,0.152542373,0.24137931,0.175438596,0.85,0.002777778,3527,1728,Thu,no,71,42600,162,0,SF,Urban,no,1,-15.87927703
5/12/2019,1,0.830564784,0.164750958,0.181818182,0.166666667,0.03820598,0.134099617,0.871275328,0.078651685,0.185185185,0.003575685,0.106060606,0.104868914,0.834661355,0.119047619,0,0.147058824,0.222222222,0.148809524,0.773333333,0.003333333,4984,2057,Thu,no,60,38190,100,13,DT,Urban,no,1,25.21048571
21/02/2020,1,0.829022989,0.132352941,0.166666667,0.116883117,0.037356322,0.161764706,0.873126873,0.128630705,0.211764706,0.003996004,0.08974359,0.12033195,0.823248408,0.105058366,0.001592357,0.138528139,0.105882353,0.155642023,0.77412731,0.006160164,5969,2571,Fri,no,87,68780,100,13,DT,Urban,no,1,24.11238725
23/10/2019,3,0.923076923,0,0,0.25,0,0,0.803030303,0.118644068,0.128205128,0.060606061,0,0.220338983,0.811320755,0.100775194,0.014150943,0.25,0.153846154,0.108527132,0.865306122,0,1324,576,Wed,no,29,20670,64,80,DT,Suburban,no,2,-10.09861743
8/09/2019,2,0.882172131,0.215517241,0.104408353,0.159574468,0.00204918,0.181034483,0.611285266,0.094017094,0.166666667,0.009404389,0.125290023,0.111111111,0.727524205,0.098726115,0.037344398,0.180851064,0.333333333,0.111464968,0.714932127,0.004524887,5557,1978,Sun,yes,97,118690,106,15,DT,Urban,no,1,7.282945518
18/10/2019,2,0.631578947,0.5,0.333333333,0.153846154,0.035087719,0.25,0.739130435,0.3,0.196078431,0.014492754,0.222222222,0.2,0.387755102,0.195767196,0.102040816,0.102564103,0.039215686,0.158730159,0.848861284,0.113871636,1615,616,Fri,no,188,73700,210,0,SF,Urban,no,3,-27.48728507
29/07/2019,1,0.817622951,0.135135135,0.151515152,0.089655172,0.073770492,0.216216216,0.806451613,0.233333333,0.166666667,0.008064516,0.212121212,0.166666667,0.871382637,0.188405797,0,0.114942529,0.5,0.173913043,0.74863388,0.010928962,2589,1164,Mon,no,106,59820,86,0,SF,Hyper,no,4,-8.126401236
7/08/2019,1,0.724505327,0.233333333,0.2,0.073846154,0.050228311,0.3,0.796703297,0.176470588,0.357142857,0.005494505,0.16,0.117647059,0.897243108,0.114754098,0.002506266,0.069538462,0.571428571,0.278688525,0.668376068,0.020512821,3600,1592,Wed,no,103,50480,86,0,SF,Hyper,no,4,-6.647295969
4/02/2020,3,0.896226415,0.118811881,0.222222222,0.103448276,0.009433962,0.128712871,0.829787234,0.125,0.333333333,0.028368794,0,0.25,0.784313725,0.333333333,0,0.068965517,0.333333333,0.166666667,0.909090909,0,1195,511,Tue,no,46,32140,126,1000,Mall,Urban,no,5,-58.92829037
29/08/2019,1,0.894957983,0.074074074,0.238095238,0.14893617,0.113445378,0.259259259,0.820512821,0.294117647,1,0.051282051,0.095238095,0.117647059,0.865612648,0.197802198,0,0.14893617,0,0.153846154,0.744360902,0.007518797,1477,647,Thu,no,90,70970,100,37,DT,Urban,no,6,2.782348777
20/11/2019,1,0.962121212,0,0,0,0.257575758,0.2,0.703703704,0,0,0.111111111,0,0.8,0.941520468,0.111111111,0.005847953,0.333333333,0.125,0.277777778,0.804878049,0.024390244,758,355,Wed,no,114,68750,100,37,DT,Urban,no,6,-10.94237455
17/02/2020,1,0.831578947,0.09039548,0.037037037,0.102564103,0.084210526,0.124293785,0.834337349,0.186440678,0.159090909,0.018072289,0.166666667,0.152542373,0.820083682,0.10989011,0.008368201,0.128205128,0.204545455,0.131868132,0.753694581,0.014778325,2355,1043,Mon,no,80,61200,60,61,DT,Suburban,no,7,25.51419979
1/07/2019,4,0.862385321,0.225,0.5,0.157142857,0,0.225,0.92173913,0.234042553,0,0,0.5,0.234042553,0.844036697,0.348837209,0,0.1,0,0.186046512,0.924444444,0.068888889,2315,1168,Mon,no,79,28350,158,0,SF,Hyper,no,3,-15.65623122
26/09/2019,3,0.691729323,0.128834356,0.625,0.191780822,0.04887218,0.141104294,0.800995025,0.2,0.08974359,0.039800995,0.25,0.133333333,0.575949367,0.102783726,0,0.123287671,0.192307692,0.099571734,0.726510067,0,3764,1346,Thu,no,51,43580,57,21,DT,Rural,no,5,7.967473685
5/03/2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tue,no,106,55140,151,0,SF,Hyper,no,8,-10.34049231
31/12/2018,3,0.872146119,0.195121951,0.5,0.12,0.01369863,0.12195122,0.870748299,0.04,0.018181818,0.074829932,0.2,0.1,0.837837838,0.192307692,0.013513514,0.12,0.036363636,0.057692308,0.926315789,0.002631579,1783,843,Mon,no,38,26090,151,0,SF,Hyper,no,8,-27.83131123
3/01/2020,4,0.839788732,0.151219512,0.264367816,0.148148148,0.001760563,0.068292683,0.855648536,0.134831461,0.3125,0,0.149425287,0.179775281,0.77258567,0.155172414,0.00623053,0.074074074,0.25,0.137931034,0.866090713,0.056155508,3849,1674,Fri,no,77,82680,188,217,DT,Urban,no,1,85.15077263
11/12/2019,3,0.794694348,0.116326531,0.131782946,0.159010601,0.001153403,0.114285714,0.830205541,0.079059829,0.071428571,0.011617516,0.147286822,0.13034188,0.796153846,0.136231884,0.001282051,0.148409894,0.084821429,0.101449275,0.832414553,0,7534,3322,Wed,no,48,41550,120,31,DT,Urban,no,1,-10.82927924
20/11/2019,3,0.823275862,0.106741573,0.230769231,0.148148148,0.004310345,0.084269663,0.915322581,0.127659574,0.214285714,0.078629032,0.153846154,0.106382979,0.865384615,0.227272727,0,0.222222222,0.285714286,0.136363636,0.879828326,0,2385,1099,Wed,no,111,57210,162,0,SF,Urban,no,1,-0.412658625
24/02/2020,1,0.819168174,0.079872204,0.158730159,0.080321285,0.054249548,0.092651757,0.870701513,0.076612903,0.145454545,0.001375516,0.126984127,0.108870968,0.832380952,0.075675676,0,0.112449799,0.2,0.194594595,0.732954545,0.008522727,5549,1964,Mon,no,106,106800,100,13,DT,Urban,yes,1,231.5902135
2/12/2018,2,0.889958735,0.130434783,0.088235294,0.220588235,0,0.243478261,0.890083632,0.151260504,0.25,0.032258065,0.235294118,0.25210084,0.802867384,0.25,0.032258065,0.308823529,0.357142857,0.083333333,0.873479319,0.00243309,3196,2111,Sun,yes,78,46610,105,0,SF,Hyper,no,8,9.252785548
5/01/2020,4,0.789795918,0.12195122,0.115942029,0.107462687,0,0.097560976,0.865517241,0.161904762,0.1,0.001724138,0.202898551,0.142857143,0.783163265,0.120401338,0.012755102,0.101492537,0.12,0.093645485,0.847851336,0.013937282,5519,2114,Sun,yes,54,56610,94,17,DT,Urban,no,1,-12.83279931
12/10/2019,4,0.786535304,0.14673913,0.246376812,0.094736842,0,0.10326087,0.87388724,0.113043478,0.066225166,0.00148368,0.202898551,0.073913043,0.780730897,0.117096019,0.009966777,0.113684211,0.079470199,0.117096019,0.825906736,0.01865285,6964,2583,Sat,yes,52,53980,94,17,DT,Urban,no,1,-5.989543811
14/11/2019,3,0.47826087,0.166666667,0.5,0.307692308,0,0.166666667,0.842105263,0.115384615,0.1,0.052631579,0,0.192307692,0.836734694,0.210526316,0.013605442,0.153846154,0.25,0.122807018,0.84,0.005714286,906,382,Thu,no,32,22520,64,80,DT,Suburban,no,2,-22.06777142
9/09/2019,2,0.899082569,0.082758621,0.139705882,0.141025641,0.002293578,0.124137931,0.649056604,0.148148148,0.235294118,0.003773585,0.125,0.157407407,0.733333333,0.122807018,0.03047619,0.166666667,0.235294118,0.14619883,0.723958333,0,3989,1661,Mon,no,55,43270,106,15,DT,Urban,no,1,-1.594012511
26/08/2019,2,0.902122642,0.16,0.131355932,0.133333333,0,0.128,0.624548736,0.103074141,1,0.007220217,0.152542373,0.121157324,0.714821764,0.117647059,0.024390244,0.2,0,0.135294118,0.786069652,0,4150,1662,Mon,no,48,27860,106,15,DT,Urban,no,1,-46.76356586
1/09/2019,2,0.849673203,0.141176471,0.123006834,0.136752137,0.003267974,0.141176471,0.59057971,0.101899827,0.192307692,0.010869565,0.134396355,0.107081174,0.723666211,0.089834515,0.032831737,0.145299145,0.269230769,0.094562648,0.683397683,0.003861004,5017,1906,Sun,yes,72,71590,106,15,DT,Urban,no,1,-15.65918077
29/07/2019,2,0.900457666,0.132743363,0.128205128,0.148148148,0.001144165,0.17699115,0.683544304,0.121621622,0.3,0.003164557,0.124542125,0.123873874,0.72293578,0.167883212,0.031192661,0.259259259,0.3,0.153284672,0.774358974,0,4253,1734,Mon,no,54,39440,106,15,DT,Urban,no,1,10.03554485
21/12/2019,3,0.731092437,0.169230769,0.043478261,0.166666667,0.067226891,0.084615385,0.807228916,0.166666667,0.081081081,0.018072289,0.086956522,0.111111111,0.526666667,0.063909774,0.006666667,0.5,0.054054054,0.09962406,0.741258741,0,1681,615,Sat,yes,57,64530,57,21,DT,Rural,no,5,7.035622533
11/04/2019,4,0.70212766,0.291666667,0,0.28,0.042553191,0.208333333,0.925187032,0.104166667,0.243243243,0.009975062,1,0.1875,0.837837838,0.285714286,0.009009009,0,0.135135135,0.285714286,0.84057971,0.043478261,1382,653,Thu,no,25,17510,53,15,DT,Urban,no,1,-17.78851827
14/01/2020,4,0.6,0,0,0.5,0.066666667,0,0.96350365,0.3,0.625,0.003649635,0,0.1,0.857142857,0,0,0.25,0.125,0,0.879120879,0.120879121,835,399,Tue,no,36,24470,53,15,DT,Urban,no,1,-1.948561275
16/02/2020,2,0.743243243,0.222222222,0.333333333,0.296296296,0,0.444444444,0.647887324,0.2,0.1125,0.112676056,0.333333333,0.2,0.264705882,0.127659574,0.132352941,0.185185185,0.075,0.164893617,0.852564103,0.134615385,1721,597,Sun,yes,185,106800,210,0,SF,Urban,no,3,-14.3963933
19/01/2020,2,0.757575758,0.1875,0.166666667,0.230769231,0.03030303,0.375,0.731707317,0.5,0.181818182,0.012195122,0.25,0.3,0.25,0.177606178,0.068181818,0.076923077,0.090909091,0.104247104,0.858921162,0.128630705,1731,630,Sun,yes,181,102400,210,0,SF,Urban,no,3,-7.946819859
31/08/2019,2,0.797297297,0.08,0.25,0.238095238,0,0.24,0.666666667,0.384615385,0.375,0.019607843,0.25,0.230769231,0.4375,0.188571429,0.104166667,0.19047619,0.075,0.108571429,0.86013986,0.118881119,1673,615,Sat,yes,154,81790,210,0,SF,Urban,no,3,-31.93956181
17/01/2020,1,0.784222738,0.133333333,0.133333333,0.101052632,0.11136891,0.066666667,0.873417722,0.25,0,0,0,0.375,0.926553672,0.153846154,0.011299435,0.115789474,1,0.230769231,0.628458498,0.051383399,2070,835,Fri,no,142,70300,86,0,SF,Hyper,no,4,23.12526235
13/01/2019,1,0.936026936,0.222222222,0.172413793,0.230769231,0.03030303,0.333333333,0.941704036,0.117647059,1,0.01793722,0.172413793,0.117647059,0.849593496,0.123123123,0.00203252,0.153846154,0,0.126126126,0.601265823,0,1858,1084,Sun,yes,73,39820,73,0,SF,Hyper,no,8,-15.01086748
5/12/2018,1,0.953424658,0.2,0.307692308,0.125,0.052054795,0.2,0.956730769,0.444444444,0,0.004807692,0.307692308,0.222222222,0.814516129,0.111464968,0,0.25,0,0.124203822,0.593548387,0,1713,1020,Wed,no,132,57860,73,0,SF,Hyper,no,8,-7.691393502
13/04/2019,1,0.927184466,0.3125,0.277777778,0.35,0.029126214,0.4375,0.901098901,0.204545455,0.2,0.014652015,0.083333333,0.159090909,0.776556777,0.146110057,0.003663004,0.2,0.2,0.113851992,0.611111111,0.007407407,2551,1356,Sat,yes,74,45730,73,0,SF,Hyper,no,8,8.777603381
4/06/2019,1,0.921914358,0.056603774,0.185185185,0.16,0.025188917,0.20754717,0.882926829,0.15625,0,0.014634146,0.148148148,0.125,0.793814433,0.145985401,0.00257732,0.28,0.25,0.149635036,0.6,0,1905,1073,Tue,no,57,23110,73,0,SF,Hyper,no,8,17.05971314
17/11/2019,1,0.88700565,0.074074074,0.0625,0,0.118644068,0.101851852,0.763358779,0.145833333,0.5,0.015267176,0.3125,0.229166667,0.86163522,0,0.018867925,0,0,0,0.833333333,0,1161,436,Sun,yes,54,60530,92,30,DT,Rural,no,2,-23.98491221
15/08/2019,1,0.909747292,0.037735849,0.066666667,0.081632653,0.119133574,0.226415094,0.774193548,0.25,0.333333333,0.010752688,0.4,0.3125,0.899676375,0.104166667,0,0.163265306,0.333333333,0.166666667,0.795774648,0.014084507,1654,766,Thu,no,104,118670,100,37,DT,Urban,no,6,37.9944671
1/01/2020,1,0.880095923,0.2,0.235294118,0.124260355,0.095923261,0.2,0.75862069,0.125,0.166666667,0.017241379,0.117647059,0.5,0.907608696,0.06779661,0,0.142011834,0,0.118644068,0.755208333,0.010416667,1958,785,Wed,no,83,83860,119,2500,SF,Urban,yes,5,80.35656924
6/11/2019,4,0.905660377,0.363636364,0,0.222222222,0,0.181818182,0.907103825,0.238095238,0.1,0,1,0.19047619,0.75,0.1375,0.039473684,0.111111111,0.066666667,0.0625,0.9375,0.09375,1389,620,Wed,no,91,36690,158,0,SF,Hyper,no,3,-11.66464852
12/01/2020,4,0.956521739,0.5,0,0,0,0,0.930232558,0.5,0.1,0.011627907,0,0.5,0.813953488,0.131578947,0.023255814,0,0.2,0.026315789,0.950549451,0.076923077,805,322,Sun,yes,39,21120,158,0,SF,Hyper,no,3,13.15734884
12/02/2020,4,0.871621622,0.140350877,0.5,0.294117647,0,0.087719298,0.91588785,0.333333333,0.046875,0,0.25,0.333333333,0.794392523,0.1,0.018691589,0.058823529,0.0625,0.025,0.896907216,0.103092784,1463,715,Wed,no,98,41530,158,0,SF,Hyper,no,3,67.33441929
29/07/2019,4,0.867816092,0.235294118,0.333333333,0.102941176,0.011494253,0.147058824,0.898203593,0.109375,0.192307692,0.002994012,0.333333333,0.21875,0.821621622,0.183333333,0.010810811,0.147058824,0.269230769,0.15,0.911214953,0.086448598,2230,1056,Mon,no,100,39760,158,0,SF,Hyper,no,3,29.54186906
1/02/2020,3,0.480769231,0.038461538,0.035714286,0.122222222,0,0.096153846,0.876847291,0.027777778,0.212765957,0.083743842,0.053571429,0.046296296,0.611940299,0.073333333,0.029850746,0.027777778,0.063829787,0.033333333,0.807511737,0,1583,472,Sat,yes,46,50420,110,1500,Mall,Suburban,no,9,-25.84795224
3/03/2019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sun,yes,69,39890,151,0,SF,Hyper,no,8,2.394430593
24/10/2018,3,0.858195212,0.132867133,0.172413793,0.101449275,0.007366483,0.090909091,0.872670807,0,0.294117647,0.059006211,0.206896552,0.384615385,0.853773585,0.192771084,0,0.106280193,0.117647059,0.096385542,0.904468413,0,3355,1617,Wed,no,80,34450,151,0,SF,Hyper,no,8,-14.80687262
9/11/2018,3,0.844408428,0.184782609,0.087719298,0.11026616,0.011345219,0.070652174,0.83943662,0.037037037,0.148148148,0.056338028,0.157894737,0.259259259,0.820960699,0.147540984,0.004366812,0.076045627,0.185185185,0.057377049,0.898891967,0,3697,1786,Fri,no,96,52070,151,0,SF,Hyper,no,8,-13.18445814
9/12/2018,3,0.847122302,0.135294118,0.137254902,0.151351351,0.003597122,0.058823529,0.862857143,0.066666667,0.028571429,0.06,0.117647059,0.222222222,0.855123675,0.181818182,0.007067138,0.097297297,0.171428571,0.090909091,0.905109489,0,4096,1752,Sun,yes,80,51400,151,0,SF,Hyper,no,8,-4.763872395
28/02/2020,4,0.857142857,0.231884058,0.127659574,0.173913043,0,0.144927536,0.90719697,0.277777778,0.117647059,0,0.042553191,0.12962963,0.802919708,0.119760479,0.01459854,0.086956522,0.411764706,0.119760479,0.884187082,0.055679287,3229,1478,Fri,no,92,60590,188,217,DT,Urban,no,1,-2.037133681
10/11/2019,4,0.802531646,0.110294118,0.184615385,0.134751773,0.005063291,0.117647059,0.902896082,0.146551724,0.142857143,0,0.153846154,0.120689655,0.790055249,0.11827957,0.005524862,0.156028369,0.357142857,0.112903226,0.891238671,0.057401813,4773,1862,Sun,yes,107,103100,188,217,DT,Urban,no,1,15.78869762
14/12/2019,3,0.743589744,0.112903226,0.108108108,0.15,0.004273504,0.080645161,0.882852292,0.051851852,0.25,0.044142615,0.243243243,0.140740741,0.801526718,0.123376623,0.003816794,0.15,0.3125,0.064935065,0.876832845,0.002932551,3356,1313,Sat,yes,96,73340,162,0,SF,Urban,no,1,-5.011430929
28/08/2019,2,0.827476038,0.220264317,0.178571429,0.264,0,0.273127753,0.823164426,0.206521739,0.18556701,0.012409514,0.303571429,0.326086957,0.756446991,0.235294118,0.020057307,0.256,0.24742268,0.188235294,0.842776204,0.001416431,4573,2687,Wed,no,61,22230,105,0,SF,Hyper,no,8,-1.040979596
6/05/2019,2,0.886956522,0.079787234,0.127329193,0.174603175,0.001242236,0.079787234,0.657992565,0.085284281,0.214285714,0.003717472,0.142857143,0.091973244,0.74025974,0.079234973,0.030844156,0.111111111,0.214285714,0.054644809,0.760204082,0,4518,1684,Mon,no,53,52120,106,15,DT,Urban,yes,1,63.56052642
18/04/2019,2,0.891170431,0.278481013,0.148026316,0.12,0,0.164556962,0.664473684,0.113590264,0.25,0,0.213815789,0.135902637,0.686885246,0.163934426,0.018032787,0.16,0.5,0.158469945,0.755980861,0,4397,1863,Thu,no,52,40250,106,15,DT,Urban,no,1,5.436189307
9/05/2019,2,0.889858233,0.18627451,0.119047619,0.13559322,0,0.205882353,0.662251656,0.106115108,0.8,0,0.175595238,0.125899281,0.708480565,0.150684932,0.012367491,0.169491525,0,0.109589041,0.765714286,0,4170,1745,Thu,no,23,15690,106,15,DT,Urban,no,1,-15.47470159
12/10/2019,3,0.661016949,0.139534884,0.013888889,0.2,0,0.162790698,0.839694656,0.063829787,0.069767442,0,0.013888889,0.021276596,0.654545455,0.061919505,0,0.1,0.023255814,0.095975232,0.827731092,0,1582,476,Sat,yes,3,1600,57,21,DT,Rural,no,5,-92.61748037
6/01/2020,3,0.747368421,0.115384615,0.117647059,0.25,0.021052632,0.141025641,0.832,0.095238095,0.090909091,0.04,0.117647059,0.095238095,0.643835616,0.065693431,0,0.1,0.136363636,0.116788321,0.825136612,0.005464481,1075,423,Mon,no,41,40390,57,21,DT,Rural,no,5,-6.380513939
18/11/2019,3,0.817718941,0.131979695,0.099447514,0.100591716,0.00101833,0.129441624,0.834765998,0.125,0.106796117,0.013371538,0.104972376,0.119318182,0.799270073,0.167647059,0,0.153846154,0.155339806,0.132352941,0.81416957,0,7292,3364,Mon,no,50,34810,120,31,DT,Urban,no,1,-11.07350585
12/04/2019,1,0.943965517,0.210526316,0.090909091,0.304347826,0.038793103,0.315789474,0.930769231,0.230769231,0.363636364,0.011538462,0.363636364,0.230769231,0.826180258,0.119512195,0.002145923,0.173913043,0.181818182,0.104878049,0.701107011,0.003690037,2294,1357,Fri,no,86,41300,73,0,SF,Hyper,no,8,-4.880046339
17/04/2019,4,0.796610169,0.333333333,0,0.176470588,0.016949153,0.133333333,0.942307692,0.098360656,0.1875,0.004807692,1,0.081967213,0.873786408,0.1,0.009708738,0.058823529,0.15625,0.3,0.878205128,0.044871795,1515,699,Wed,no,34,23240,53,15,DT,Urban,no,1,0.954197259
19/03/2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tue,no,60,38520,53,15,DT,Urban,no,1,7.954735802
30/12/2019,4,0.5625,0,0,0.263157895,0.1875,1,0.946902655,0.130434783,0.333333333,0,0,0.173913043,0.771428571,0.333333333,0.028571429,0.105263158,0,0.333333333,0.912,0.12,849,383,Mon,no,68,82350,53,15,DT,Urban,no,1,56.19174212
15/08/2019,2,0.816666667,0.103448276,0.5,0.111111111,0.016666667,0.103448276,0.745098039,0.285714286,0.3,0,0.5,0.142857143,0.474358974,0.171974522,0.064102564,0.222222222,0,0.146496815,0.868194842,0.100286533,1370,481,Thu,no,98,50190,210,0,SF,Urban,no,3,-18.5046818
28/08/2019,2,0.790697674,0.153846154,0.25,0.166666667,0.046511628,0.153846154,0.723076923,0.333333333,0.222222222,0.030769231,0.25,0.333333333,0.35106383,0.169082126,0.106382979,0.166666667,0.138888889,0.164251208,0.809139785,0.129032258,1304,492,Wed,no,156,68270,210,0,SF,Urban,no,3,-35.76979271
15/09/2019,2,0.75,0.272727273,0.4,0.156862745,0.017857143,0.363636364,0.745614035,0.157894737,0.086419753,0,0,0.263157895,0.438596491,0.149019608,0.061403509,0.117647059,0.061728395,0.141176471,0.862745098,0.087344029,2243,799,Sun,yes,175,101890,210,0,SF,Urban,no,3,-7.750059898
2/02/2020,2,0.75,0.083333333,0.5,0.225,0.010416667,0.305555556,0.653465347,0.285714286,0.156626506,0.059405941,0.5,0.19047619,0.222222222,0.174074074,0.080808081,0.05,0.072289157,0.140740741,0.814141414,0.101010101,1804,673,Sun,yes,180,117480,210,0,SF,Urban,no,3,3.202250522
18/01/2020,1,0.780434783,0,0.136363636,0.095081967,0.126086957,0.25,0.827586207,0.333333333,0,0,0.136363636,0.166666667,0.794392523,0.18,0,0.113114754,0,0.16,0.568627451,0.066666667,2125,730,Sat,yes,159,84220,86,0,SF,Hyper,no,4,12.81693972
3/09/2019,1,0.85426009,0.041666667,0.105263158,0.105932203,0.060538117,0.104166667,0.858490566,0.235294118,0.428571429,0.009433962,0.263157895,0.117647059,0.920138889,0.179487179,0,0.177966102,0.142857143,0.179487179,0.794202899,0.026086957,2199,1096,Tue,no,102,53250,86,0,SF,Hyper,no,4,-13.49702606
26/08/2019,1,0.819444444,0.181818182,0.153846154,0.12804878,0.101190476,0.272727273,0.846715328,0.194444444,0.375,0.01459854,0.230769231,0.111111111,0.8820059,0.186440678,0,0.146341463,0.125,0.271186441,0.771689498,0.02739726,2595,1290,Mon,no,139,56980,86,0,SF,Hyper,no,4,-19.06384314
23/12/2019,4,0.752808989,0.138888889,0.086956522,0.119047619,0.033707865,0.166666667,0.84375,0.093457944,0.120481928,0.0078125,0.173913043,0.158878505,0.889285714,0.157894737,0.003571429,0.05952381,0.036144578,0.052631579,0.874371859,0.115577889,2003,762,Mon,no,59,48280,52,36,DT,Suburban,no,9,-18.33116204
8/02/2020,4,0.534482759,0.160427807,0.083333333,0.263157895,0,0.106951872,0.77689243,0.052631579,0.1,0,0.5,0.131578947,0.700934579,0.272727273,0.037383178,0.315789474,0.066666667,0.159090909,0.844827586,0.091954023,1338,562,Sat,yes,89,71110,548,1900,FoodC,Suburban,no,9,23.4809577
16/11/2019,3,0.534246575,0.11627907,0.117647059,0.139393939,0.01369863,0.139534884,0.888888889,0.041666667,0.068181818,0.121693122,0.294117647,0.375,0.647887324,0.13592233,0.028169014,0.042424242,0.113636364,0.048543689,0.797979798,0.01010101,1419,466,Sat,yes,48,49820,110,1500,Mall,Suburban,no,9,-25.02382471
20/11/2019,3,0.529411765,0.083333333,0.166666667,0.197530864,0.019607843,0.083333333,0.790697674,0.083333333,0.06779661,0.11627907,0.333333333,0.291666667,0.586956522,0.130434783,0.02173913,0.024691358,0.033898305,0.086956522,0.732142857,0.008928571,667,248,Wed,no,27,14220,110,1500,Mall,Suburban,no,9,-19.81732306
17/08/2019,3,0.850250627,0.248275862,0.257692308,0.178021978,0.003759398,0.131034483,0.804878049,0.152173913,0.064516129,0.070460705,0.192307692,0.304347826,0.729090909,0.147540984,0.007272727,0.101098901,0.080645161,0.142076503,0.816020025,0.002503129,5892,2998,Sat,yes,75,45330,151,0,SF,Hyper,no,8,85.26127228
24/12/2019,4,0.802768166,0.226190476,0.25,0.189189189,0.003460208,0.130952381,0.877384196,0.132075472,0.285714286,0,0.35,0.188679245,0.807086614,0.1875,0.023622047,0.189189189,0.19047619,0.1875,0.844086022,0.045698925,2624,1175,Tue,no,72,48810,188,217,DT,Urban,no,1,2.1114409
3/08/2019,2,0.794392523,0.243243243,0.285714286,0.248120301,0.000718907,0.291291291,0.799012694,0.152838428,0.297619048,0.022566996,0.274725275,0.19650655,0.705636743,0.2,0.020876827,0.244360902,0.267857143,0.225,0.769883351,0,6385,3748,Sat,yes,81,47610,105,0,SF,Hyper,no,8,0.235120355
20/01/2020,,0.806167401,0.177570093,0.058823529,0.164179104,0.017621145,0.140186916,0.868421053,0.122641509,0.176470588,0,0.058823529,0.141509434,0.757575758,0.082191781,0,0.089552239,0.147058824,0.123287671,0.819672131,0.049180328,2277,940,Mon,no,56,34170,80,600,DT,Rural,no,7,26.651757
12/02/2020,,0.810679612,0.10546875,0.1,0.163265306,0.007281553,0.14453125,0.892733564,0.093264249,0.15,0.001153403,0.125,0.124352332,0.795918367,0.122222222,0.012244898,0.102040816,0.225,0.1,0.854368932,0.067961165,3901,1695,Wed,no,78,56820,80,600,DT,Rural,no,7,46.73637843
24/02/2020,,0.814285714,0.04950495,0.077669903,0.083333333,0.008571429,0.047029703,0.843373494,0.068656716,0.2,0.002008032,0.067961165,0.071641791,0.717073171,0.125,0.009756098,0.125,0.175,0.109375,0.823529412,0.098039216,3479,1180,Mon,no,119,134800,80,600,DT,Rural,yes,7,87.66858409
28/04/2019,2,0.887971698,0.158878505,0.126582278,0.210526316,0.002358491,0.177570093,0.608208955,0.088765603,0.5,0.014925373,0.161392405,0.091539528,0.726443769,0.095588235,0.021276596,0.184210526,0.333333333,0.128676471,0.730569948,0,4524,1743,Sun,yes,65,67180,106,15,DT,Urban,no,1,-2.462998076
18/09/2019,2,0.877358491,0.212903226,0.112709832,0.175257732,0,0.148387097,0.6484375,0.094736842,0.363636364,0.002604167,0.127098321,0.114285714,0.688372093,0.171945701,0.023255814,0.154639175,0.272727273,0.113122172,0.665116279,0.009302326,5060,2024,Wed,no,50,35380,106,15,DT,Urban,no,1,-19.73048338
4/08/2019,2,0.877483444,0.134715026,0.120987654,0.111111111,0.003311258,0.150259067,0.625748503,0.09929078,0.454545455,0.005988024,0.120987654,0.124113475,0.712797619,0.109467456,0.038690476,0.126984127,0.272727273,0.100591716,0.703703704,0.018518519,4770,1876,Sun,yes,84,90440,106,15,DT,Urban,no,1,-1.749770377
25/10/2019,2,0.924033149,0.203703704,0.2,0.294117647,0,0.240740741,0.788235294,0.206896552,0.428571429,0.011764706,0.2,0.24137931,0.854166667,0.077669903,0.055555556,0.264705882,0.142857143,0.106796117,0.748031496,0.007874016,2781,1223,Fri,no,56,42830,106,15,DT,Urban,no,1,3.25117644
3/01/2020,1,0.886227545,0.05907173,0.085106383,0.130434783,0.062874251,0.054852321,0.865724382,0.158730159,0.118421053,0.007067138,0.106382979,0.142857143,0.804347826,0.084615385,0.005434783,0.239130435,0.078947368,0.107692308,0.803921569,0,2191,925,Fri,no,73,99440,60,61,DT,Suburban,no,7,49.04722595
20/11/2019,2,0.772727273,0.142857143,0.12,0.285714286,0.045454545,0.214285714,0.705882353,0.172413793,0.266666667,0.117647059,0,0.172413793,0.329268293,0.191256831,0.170731707,0.071428571,0.066666667,0.142076503,0.847222222,0.127777778,1196,468,Wed,no,181,78160,210,0,SF,Urban,no,3,3.660517198
7/02/2020,2,0.75,0.222222222,0.153846154,0.16,0.05,0.444444444,0.662337662,0.333333333,0.191489362,0.064935065,0.153846154,0.266666667,0.34375,0.244318182,0.135416667,0.16,0.14893617,0.147727273,0.840517241,0.13362069,1601,605,Fri,no,192,102670,210,0,SF,Urban,no,3,-1.636113238
